ð ə; the
ɪ n ˈ ɪ ʃ ɪ ˌ eɪ t ɪ d; initiated
k ˈ æ t ə l; cattle
s ə v ˈ aɪ v; survive
w ˈ ɒ ɹ ə n; warren
ə f ˈ ɛə; affair
s ˈ ɜː k ə m s t ˌ ɑː n s ɪ z; circumstances
m ɪ l ˈ æ n; milan
t ˈ ɪ m b ə; timber
b ɹ ˈ ɪ dʒ ɪ z; bridges
ə p ˈ ɛə ɹ ə n t; apparent
p ˈ ɔː t ɹ ɪ t; portrait
ˈ aʊ t d ˌ ɔː; outdoor
k ˈ əʊ tʃ ɪ z; coaches
p ə s j ˈ uː; pursue
d ɹ ə m ˈ æ t ɪ k; dramatic
ɪ n v ˈ ɒ l v z; involves
dʒ ˌ ʊə ɹ ɪ s d ˈ ɪ k ʃ ə n; jurisdiction
d ɪ m ˈ ɒ k ɹ ə s i; democracy
g ˈ ɑː d z; guards
k w ˌ ɒ l ɪ f ɪ k ˈ eɪ ʃ ə n; qualification
h ˈ ɒ l ɪ d ˌ eɪ; holiday
m ˈ ɪ n ɪ s t ə z; ministers
ˈ ɛ l s; else
w ˈ eɪ n; wane wayne
b ˈ ɪ d; bid
ɪ n k ɹ ˈ iː s ɪ z; increases
k ˈ æ ɹ ɪə; carrier
ˈ aɪ s ə l ˌ eɪ t ɪ d; isolated
n ˈ ɪ k l ə s; nicholas
m ˈ æ g ə z ˌ iː n z; magazines
m ˈ ɛ n ʃ ə n; mention
ɪ k s k l ˈ uː s ɪ v l i; exclusively
t ɹ ˈ ɪ b j uː t; tribute
m ˈ eɪ n s t ɹ ˌ iː m; mainstream
s ˈ ɜː t ɪ f ˌ aɪ d; certified
ɹ ɪ b ˈ ɛ l j ə n; rebellion
k ə m p l ˈ iː t ɪ ŋ; completing
k æ m p ˈ eɪ n z; campaigns
w ˈ ɛə ɹ ɪ ŋ; wearing
p ˈ ɪ tʃ; pitch
b ˌ eɪ ʒ ˈ ɪ ŋ; beijing
ɪ l ˈ iː t; elite
k l ˈ əʊ ð ɪ ŋ; clothing
ˈ ɪ l n ɪ s; illness
ɹ ɪ m ˈ uː v; remove
s t ə t ˈ ɪ s t ɪ k ə l; statistical
b ɪ l ˈ ɒ ŋ ɪ ŋ; belonging
k ə n v ˈ ɛ n ʃ ə n ə l; conventional
ˈ ɛ l d ɪ s t; eldest
b ˈ iː t ɪ ŋ; beating
s ˈ æ ŋ; sang
s ə l ˈ uː ʃ ə n z; solutions
ɪ n f ˈ ɔː s m ə n t; enforcement
ˈ ɛ n t ə p ɹ ˌ aɪ z; enterprise
p ɹ ˌ ɛ p ə ɹ ˈ eɪ ʃ ə n; preparation
k ə n s ˈ ɜː n ɪ ŋ; concerning
p ˈ iː p ə l z; peoples
h ˈ ɪ n d ˌ uː; hindu
ˈ ɒ n g ˌ əʊ ɪ ŋ; ongoing
l ˈ ɒ ŋ g ɪ s t; longest
p ɑː t ˈ ɪ s ɪ p ˌ eɪ t ɪ ŋ; participating
t ɹ ˈ ɪ p ə l; triple
ˈ æ l ɪ s; alice
ə ɹ ˈ eɪ n dʒ m ə n t; arrangement
m ˈ ʌ z l ɪ m z; muslims
t ˈ æ ŋ k s; tanks
p ˈ eɪ dʒ ɪ z; pages
ʃ ə l; shall
s p ˈ ɔː t ɪ ŋ; sporting
s ˈ uː t ə b ə l; suitable
h ˈ ɒ ɹ ə; horror
h ə w ˈ aɪ i; hawaii
ˈ eɪ k ə z; acres
s ˈ ʌ b s t ɪ t j ˌ uː t; substitute
ˈ æ p ə l; apple
n ə g ˌ əʊ ʃ ɪ ˈ eɪ ʃ ə n z; negotiations
d ɹ ˈ aɪ v ə z; drivers
v ˈ ɒ l iː b ˌ ɔː l; volleyball
ɹ ɪ p ˈ iː t ɪ d; repeated
ɹ ˈ ɛə l i; rarely
b ˈ eɪ k ə; baker
d ɪ l ˈ ɪ v ə ɹ i; delivery
d ɪ s k ˈ ʌ ʃ ə n; discussion
v ˈ aɪ l ə n t; violent
t ˈ æ g; tag
ɹ ɪ k ˈ ʌ v ɹ i; recovery
b ˈ ɛ l t; belt
g ɹ ˈ eɪ d z; grades
ɹ ɪ z ˈ ɔː t; resort
k ə n k l ˈ uː ʒ ə n; conclusion
j ˈ uː n ɪ f ˌ ɔː m; uniform
s ˈ əʊ k ˌ ɔː l d; so-called
f ˈ ɪ f t iː n; fifteen
s p ˈ eɪ s ɪ z; spaces
f ˈ ɪ t ɪ d; fitted
t ˈ ɛ m p ɹ ə tʃ ə z; temperatures
d ˈ ɛ m ə n s t ɹ ˌ eɪ t ɪ d; demonstrated
f ˈ əʊ k ə s ɪ z; focuses
ɹ ɪ v ˈ iː l z; reveals
k w ˈ ɒ l ɪ f ˌ aɪ; qualify
d ɪ s m ˈ ɪ s t; dismissed
ˌ ɛ k s ɪ b ˈ ɪ ʃ ə n z; exhibitions
w ˈ ɛ p ə n; weapon
k ɹ ˈ ɒ s t; crossed
v ˈ ɑː s t; vast
ɹ ˈ æ d ɪ k ə l; radical
ə d v ˈ ɛ n tʃ ə; adventure
s ˈ eɪ k ɹ ɪ d; sacred
h ɪ s t ˈ ɔː ɹ ɪə n z; historians
d ˈ ɑː n s ɪ ŋ; dancing
m ˌ æ n j ʊ f ˈ æ k tʃ ə d; manufactured
ˌ ɪ m ɪ g ɹ ˈ eɪ ʃ ə n; immigration
w ˈ iː l; wheel
f j ˈ uː n ə ɹ ə l; funeral
m ˈ ɪ tʃ ə l; mitchell
t ˈ aɪ g ə z; tigers
t ˈ ɪ l; til till
w ˈ ɛ l z; wells
ˈ ɪ n d ɪ k ˌ eɪ t s; indicates
s ə dʒ ˈ ɛ s t; suggest
k ˌ ɒ m p ɹ ɪ h ˈ ɛ n s ɪ v; comprehensive
d ˈ ɛ t; debt
k ˈ ɒ p i; copy
p ˈ eɪ ʃ ə n t; patient
s ˈ ɒ f t; soft
d ˈ ɒ m ɪ n ə n t; dominant
k ˈ ɒ m ə n z; commons
m ˈ ɑː dʒ ɪ n; margin
k l ˈ iː n; clean
d ˈ aɪ ə m ə n d; diamond
ɪ n t ˌ ɜː p ɹ ɪ t ˈ eɪ ʃ ə n; interpretation
ɹ ˈ aɪ t ɪ ŋ z; writings
g ɹ ˈ æ n f ˌ ɑː ð ə; grandfather
l ˈ aɪ ə n z; lions
ə ɹ ˈ aɪ v ɪ ŋ; arriving
ɹ ˈ æ f; raf
b ˈ æ ɹ i; barry
s k ˈ əʊ p; scope
m ˈ æ k; mac
ˈ ɛ k s p ɜː t; expert
f ˈ əʊ t ə g ɹ ˌ ɑː f s; photographs
ˈ æ k t ɪ v ɪ s t; activist
θ ˈ ɪ ŋ k ɪ ŋ; thinking
p ɹ ˈ aɪ s ɪ z; prices
ˈ ɛ k s ə s ˌ aɪ z; exercise
ˈ ɛə l ˌ aɪ n z; airlines
p ˈ ɛə ɹ ə n t; parent
t ˈ aɪ z; ties
w ˈ ʊ d z; woods
p ɹ ə m ˈ əʊ t ɪ ŋ; promoting
dʒ ˈ ʌ m p; jump
l ˈ aɪ f t ˌ aɪ m; lifetime
l ˈ æ n d ɪ d; landed
dʒ ə n ˈ ɛ t ɪ k; genetic
m ˈ æ ɹ i; marry
s ə b m ˈ ɪ t ɪ d; submitted
k ˈ ɒ p ə; copper
ˈ ɛ g z; eggs
t ˈ ɛ n d; tend
k ˈ ɒ t ə n; cotton
k ə l ˈ ɛ k t ɪ v; collective
ˈ ɛ k s ə l ə n t; excellent
ɹ ɪ p ˈ ɔː t ɪ ŋ; reporting
d ɪ v ˈ əʊ t ɪ d; devoted
s ˈ ɪ m p t ə m z; symptoms
k w ˈ aɪ ə; choir
w ɪ ð d ɹ ˈ uː; withdrew
m æ n h ˈ æ t ə n; manhattan
w ˈ eɪ s t; waist waste
k ə n s j ˈ uː m ə; consumer
ʃ ˈ ɑː l ə t; charlotte
b ˈ æ p t ɪ s t; baptist
w ˈ ɛ l θ i; wealthy
ɹ ˈ ɒ b ɪ n; robin
l ˈ eɪ ə; layer
ʃ ˈ ɪ f t; shift
f ˈ ɒ s t ə; foster
v ˈ ɪ l ə; villa
f ɹ ˈ eɪ m w ˌ ɜː k; framework
s ˈ aɪ l ə n t; silent
h ˈ ɪ p; hip
s k ˈ ɔː z; scores
b ˈ ʌ s ɪ z; buses
f ˈ ɑː m ɪ ŋ; farming
b ɪ l ˈ iː v z; believes
s ˈ ɪ t ɪ z ə n; citizen
ɪ k s p ˈ əʊ ʒ ə; exposure
t ˈ ɒ p ɪ k s; topics
ɹ ɪ p ˈ ɛə; repair
f ˈ aɪ t ə z; fighters
s w ˈ iː t; suite sweet
ˈ ɪ n t ə s t ˌ eɪ t; interstate
b ˈ ɑː b ɹ ə; barbara
t ˈ uː l; tool
θ ˈ ɜː t i; thirty
ˈ ɛ l ɪ dʒ ɪ b ə l; eligible
ˌ ɔː t ə m ˈ æ t ɪ k; automatic
f l ˈ aɪ t s; flights
s p ˈ ɛ ʃ ə l ˌ aɪ z d; specialised specialized
f ˈ iː; fee
k ə ɹ ˈ ɛ k t; correct
θ ˈ æ ŋ k s; thanks
ɹ ɪ k w ˈ ɛ s t ɪ d; requested
p ə m ˈ ɪ ʃ ə n; permission
d ˌ ɪ p l ə m ˈ æ t ɪ k; diplomatic
dʒ uː d ˈ ɪ ʃ ə l; judicial
l ˈ eɪ t ɪ s t; latest
m ˈ ɒ ɹ ə l; moral
n aɪ dʒ ˈ ɪə ɹ ɪə; nigeria
b ˈ iː t ə l; beetle
t ɹ ˈ ʌ k; truck
dʒ ˈ ɒ n ə θ ə n; jonathan
ɪ n t ˈ ɛ n ʃ ə n; intention
ɹ ˈ eɪ n dʒ ɪ ŋ; ranging
g ˈ ɛ s t s; guests
ɪ k s t ˈ ɛ n s ɪ v l i; extensively
k ˈ ɑː n t; can't
ɹ ɪ s t ɹ ˈ ɪ k t ɪ d; restricted
s ɪ l ˈ ɛ k t; select
t ɹ ˈ æ v ə l d; travelled
l ˈ ɪ b ə t i; liberty
l ˈ əʊ ɪ s t; lowest
s l ˈ eɪ v z; slaves
ɪ k s p ˈ ɛ n s ɪ v; expensive
g ˈ ɪ n i; guinea
ˈ ɛ v ə n z; evans
ˌ ɔː g ˈ æ n ɪ k; organic
ɹ ɪ m ˈ əʊ t; remote
d ˈ ɛ l t ə; delta
k ˈ æ l ɪ n d ə; calendar
æ l b ˈ ɜː t ə; alberta
g ˈ ɑː d ɪə n; guardian
dʒ ˈ aɪ ə n t s; giants
d ɪ s t ˈ ɪ ŋ k ʃ ə n; distinction
ɪ ɹ ˈ eɪ n ɪə n; iranian
p ɹ ə t ˈ ɛ s t s; protests
h ˈ ɪ d ə n; hidden
f ˈ eɪ v ɹ ɪ t; favorite
g ɹ ˈ əʊ z; grows
ˈ æ d ə l ˌ eɪ d; adelaide
w ˈ ɛ l θ; wealth
b ˈ eɪ s ɪ z; bases
d ɹ ˈ æ g ə n; dragon
p ˈ əʊ l; pole poll
s ˈ iː m; seam seem
ˈ ɪ l; ill
ˌ ɪ n s p ɪ ɹ ˈ eɪ ʃ ə n; inspiration
f ˈ iː n ɪ k s; phoenix
p ˈ ɑː k ə; parker
p j ˈ uː p ə l z; pupils
ɪ n k ˈ ʌ m b ə n t; incumbent
ʃ ˈ ɒ p s; shops
w ˈ ɜː ʃ ɪ p; worship
m ˌ æ n j ʊ f ˈ æ k tʃ ə ɹ ə; manufacturer
ɹ ˌ ɛ g j ʊ l ˈ eɪ ʃ ə n; regulation
ʌ n l ˈ ɛ s; unless
t ˈ æ k s ɪ z; taxes
ɹ ˈ iː tʃ ɪ z; reaches
ˈ eɪ n dʒ ə l; angel
g ɹ ˌ æ d j ʊ ˈ eɪ ʃ ə n; graduation
tʃ ˈ ɛ s; chess
t ˈ ʊə ɹ ɪ s t; tourist
v ˈ ɜː tʃ ʊə l; virtual
m ˈ æ p s; maps
d ˈ ɒ g z; dogs
l ˈ aɪ t s; lights
k ˈ æ n s ə l d; cancelled
k j ˈ uː b ə; cuba
ˈ æ l k ə h ˌ ɒ l; alcohol
s ˈ iː d z; seeds
ɹ ˈ eɪ t ɪ ŋ z; ratings
k ə n t ɹ ˈ ɪ b j uː t ɪ ŋ; contributing
l ˈ ʊ k t; looked
d ˈ ɛ m ə k ɹ ˌ æ t; democrat
d ˈ ɒ l ə z; dollars
k ˌ ɒ ɹ ɪ s p ˈ ɒ n d ɪ ŋ; corresponding
v ˈ ɜː t ɪ k ə l; vertical
t ˈ ɛ k; tech
ˈ iː g ə l; eagle
k ˈ əʊ t; coat
m ˈ æ n ɪ dʒ; manage
s ə f ˈ ɪ ʃ ə n t; sufficient
f ˈ iː l ɪ ŋ; feeling
p ˈ æ t ə n t; patent
k l ˈ ɪ n t ə n; clinton
k ˌ ɒ ŋ g ɹ ɪ g ˈ eɪ ʃ ə n; congregation
b ˈ ɛ d; bed
d ˌ ɛ z ɪ g n ˈ eɪ ʃ ə n; designation
ˈ ɪ l ə s t ɹ ˌ eɪ t ɪ d; illustrated
ˈ ɔː l t ə n ˌ eɪ t; alternate
ˌ æ n ɪ m ˈ eɪ ʃ ə n; animation
d ɪ s k ɹ ˈ aɪ b ɪ ŋ; describing
p ɹ ɪ f ˈ ɜː d; preferred
ɪ k s p ˈ æ n d; expand
j ˈ uː ʒ ʊə l; usual
v ˈ ɛə ɹ i; vary
k ˈ æ p; cap
l ˈ ɪ n ɪə; linear
b ˈ æ t ə l z; battles
d ɪ z ˈ iː z ɪ z; diseases
v ˈ æ l j ʊ b ə l; valuable
b ˈ æ l eɪ; ballet
d ɪ z ˈ ɑː s t ə; disaster
p j ˈ ʊə; pure
b ɹ ˈ ɪ z b ə n; brisbane
θ ˈ ɛ ɹ ə p i; therapy
ɪ v ˈ ɒ l v d; evolved
ˈ æ ŋ g ə l; angle
w ˈ ɪ n d z; winds
k ˈ æ m p s; camps
ˈ æ θ ə n z; athens
ɹ ɪ s p ˈ ɛ k t ɪ v; respective
s ə p ˈ əʊ z d; supposed
h ˈ iː b ɹ uː; hebrew
ə k s ˈ ɛ s ɪ b ə l; accessible
s ˈ ɪ ɹ ɪə; syria
ˈ ɪ n t ə v j ˌ uː z; interviews
g ɹ ˈ æ m ə; grammar
s ˈ ɪ ŋ; sing
t ˌ ɛ ɹ ɪ t ˈ ɔː ɹ ɪə l; territorial
ə s ˈ ɛ s m ə n t; assessment
dʒ ˈ ɛ ɹ i; gerry jerry
n ˈ ɔː f ə k; norfolk
p ɹ ˈ əʊ f ˌ aɪ l; profile
t ˈ ɔː n ə m ə n t s; tournaments
ɪ m p ɹ ˈ uː v m ə n t; improvement
ˈ aʊ t b ɹ ˌ eɪ k; outbreak
ɹ ˈ ɛ z ə v w ˌ ɑː; reservoir
s ˈ eɪ v d; saved
aɪ d ˈ ɛ n t ɪ k ə l; identical
ə l ˈ æ s k ə; alaska
k ɹ ˌ ɪ s t ɪ ˈ æ n ɪ t i; christianity
s ˌ ɪ m ə l t ˈ eɪ n ɪə s l i; simultaneously
k ˈ ɪ d z; kids
ɹ ˌ ɛ k ɹ ɪ ˈ eɪ ʃ ə n; recreation
m j ˈ uː n ɪ k; munich
h ˈ æ ɹ ɪ s ə n; harrison
ɹ ˈ ɔː; raw roar
k l ˈ əʊ ʒ ə; closure
d ˈ ɛ m ə k ɹ ˌ æ t s; democrats
dʒ ˈ ɜː n ə l ˌ ɪ z ə m; journalism
ɪ s ˈ ɛ n ʃ ə l i; essentially
tʃ ˈ eɪ s; chase
tʃ ˈ æ l ɪ n dʒ ɪ z; challenges
s ˈ æ m p ə l; sample
ʃ ˈ ɪ p ɪ ŋ; shipping
d ə k ˈ əʊ t ə; dakota
l ˈ æ p; lap
ɹ ˈ ɒ k i; rocky
b ɪ l ˈ ɒ ŋ z; belongs
s ˌ ɪ n s ɪ n ˈ æ t i; cincinnati
s ˈ ɪ t ɪ ŋ; sitting
b ɹ ˈ iː d ɪ ŋ; breeding
l ˈ uː p; loop
s l ˈ əʊ l i; slowly
ɪ k s k l ˈ uː s ɪ v; exclusive
ɹ ˈ ɒ ŋ; wrong
k ˈ uː p ə; cooper
b ɹ ˈ aɪ t; bright
p ˈ aʊ ə d; powered
k ə n g ɹ ˈ ɛ ʃ ə n ə l; congressional
ɹ ˌ ɛ z ɪ g n ˈ eɪ ʃ ə n; resignation
ʃ ˈ iː l d; shield
p iː ˈ ɛə; pierre
w ˈ eɪ t ɪ ŋ; waiting
d ɪ f ˈ ɛ n d; defend
s t ˈ əʊ n z; stones
ɛ n ɹ ˈ əʊ l d; enrolled
p ˈ ɑː ʃ ə l; partial
p ˈ æ n; pan
h ˈ aɪ t s; heights
t ˈ ɛ l ɪ f ˌ əʊ n; telephone
ə t ˈ ɛ n d ə n s; attendance
ə w ˈ ɛə n ɪ s; awareness
ɹ ˈ eɪ d ˌ ɑː; radar
f ˈ ɪ l; fill phil
k ˈ æ t; cat
k ə m p ˈ æ ɹ ɪ s ə n; comparison
h ˈ ɛ l p s; helps
k ə n v ˈ ɪ k t ɪ d; convicted
ə p ɹ ˈ əʊ tʃ t; approached
ˈ ɔː t ə m; autumn
f l ˈ aʊ ə; flour flower
t ˈ ʌ n z; tonnes tons
p ɹ ə s ˈ iː dʒ ə; procedure
ə t ˈ ɛ m p t ɪ ŋ; attempting
ɹ ˈ eɪ z ɪ ŋ; raising
m ˈ ɛ ʒ ə d; measured
w ˈ ɛ l f ˌ ɛə; welfare
s ˈ æ t; sat
ˌ ʌ n d ə g ɹ ˈ æ d j ʊə t; undergraduate
ˈ ɑː g j ʊ m ə n t; argument
n ˈ əʊ b ə l; noble
ˌ ɪ n t ə l ˈ ɛ k tʃ ʊə l; intellectual
d ˈ ɪ f ɪ k ə l t i z; difficulties
w ˈ aɪ d ə; wider
ˈ ɛ g z ɪ t; exit
d ɪ s t ˈ ɪ ŋ k t ɪ v; distinctive
k ɹ ˈ ɪ s t ə l; crystal
p ˈ ɪ ŋ k; pink
p ə ɹ ˈ uː; peru
ˌ ɛ k s ɪ k j ˈ uː ʃ ə n; execution
p ɹ ˈ əʊ t ˌ iː n z; proteins
ˌ ɪ n t ə m ˈ iː d ɪə t; intermediate
ˈ ɒ l ɪ v ə; oliver
k ˈ ɒ l ə m z; columns
s ˌ ɛ l ə b ɹ ˈ eɪ ʃ ə n; celebration
s p ˈ ɛ n d; spend
ɹ ˈ ɛ s t ɹ ˌ ɒ n t s; restaurants
s ˈ aɪ ə n t ɪ s t; scientist
f l ˈ ʌ d; flood
m ˈ æ ɹ ɪ t ˌ aɪ m; maritime
f ˈ ʌ n; fun
b ˈ əʊ n ə s; bonus
b ˈ ɒ k s ɪ ŋ; boxing
ˈ ɔː d ɪ n ə ɹ i; ordinary
θ ˈ ɪ k; thick
ɪ n h ˈ ɛ ɹ ɪ t ɪ d; inherited
f l ˈ uː; flew flu
θ ɪ ˈ ɒ l ə dʒ i; theology
b ˌ ɑː s ɪ l ˈ əʊ n ə; barcelona
k ə l ˈ ɒ m b ɪə; colombia
ɹ ɪ m ˈ uː v ə l; removal
l ˈ aɪ; lie
l ˌ ɪ b ə ɹ ˈ eɪ ʃ ə n; liberation
t ˈ ɜː n ə; turner
d ɪ s ˈ aɪ d; decide
s l ˈ eɪ v; slave
m ˈ eɪ n l ə n d; mainland
ˈ ɑː n s ə; answer
w ˈ ɜː s t; worst
d ɪ s t ɹ ˈ ɔɪ; destroy
v ˈ ɪ z ɪ t s; visits
k ˌ æ ɹ ɪ k t ə ɹ ˈ ɪ s t ɪ k; characteristic
s t ɹ ˈ ɛ s; stress
ɪ k s p ˈ ɛ ɹ ɪ m ə n t s; experiments
l ˈ ɒ ŋ t ɜː m; long-term
n ɪ v ˈ ɑː d ə; nevada
l ˈ iː f; leaf
k ˈ ɒ f i; coffee
k ə ɹ ˈ ʌ p ʃ ə n; corruption
g ˈ ɪ f t; gift
n ˈ æ ɹ ə t ɪ v; narrative
ɪ g z ˈ æ k t; exact
d j ˈ uː ə l; dual duel
v ˌ ɛə ɹ ɪ ˈ eɪ ʃ ə n z; variations
θ ˈ ɪə ɹ i z; theories
ɪ m p ˈ ɒ s ɪ b ə l; impossible
p ˈ ɔɪ n t ɪ d; pointed
ˈ ɒ p ʃ ə n z; options
ɪ m p ɹ ˈ uː v m ə n t s; improvements
p ə s p ˈ ɛ k t ɪ v; perspective
f ɪ z ˈ ɪ ʃ ə n; physician
s ə k s ˈ ɛ ʃ ə n; succession
n ˈ ɛ k; neck
w ˈ ɔː n ɪ ŋ; warning
f ɹ ˈ ɛ n ʃ ɪ p; friendship
p ˈ ʌ ŋ k; punk
p ɹ ˌ ɛ z ə v ˈ eɪ ʃ ə n; preservation
b ˈ ɜː n ə d; bernard
t ˈ ɛ ɹ i; terry
ɪ k s t ˈ ɛ n d; extend
m ˈ ɪ l k; milk
l ˌ əʊ k ə m ˈ əʊ t ɪ v; locomotive
b ˈ əʊ n; bone
m ˈ aɪ k ɹ ə s ˌ ɒ f t; microsoft
l ˈ ɪ t ə ɹ ə s i; literacy
ˈ iː g ə l z; eagles
ə f ˈ ɛ k t; affect
s p ˈ iː k ə z; speakers
p ə m ˈ ɪ t ɪ d; permitted
m ˈ ɪ s aɪ l; missile
ˈ ɑː k ɪ t ˌ ɛ k t s; architects
k ˈ æ ɹ i z; carries
ɒ n s ˈ ɒ m b ə l; ensemble
l ˈ ɒ dʒ; lodge
ɹ ɪ d j ˈ uː s ɪ ŋ; reducing
ɹ ˈ eɪ n dʒ ɪ z; ranges
ˈ æ t m ə s f ˌ ɪə; atmosphere
t ˈ əʊ n; tone
d ɪ v ˈ ɛ l ə p m ə n t s; developments
p ɹ ˈ uː v; prove
k ə n ˈ ɛ k t; connect
f ˌ ʌ n d ə m ˈ ɛ n t ə l; fundamental
p ɹ ˈ ɒ t ɪ s t ə n t; protestant
ɹ ˈ ɛ l ɪ v ə n t; relevant
b ˈ ɜː n d; burned
ɪ k s p ˈ ɛ ɹ ɪ m ə n t; experiment
ɹ ɪ s ˈ ɔː s; resource
k ə m p ɹ ˈ aɪ z ɪ z; comprises
ʃ ˈ ɑː p; sharp
ˈ ɛ m f ə s ɪ s; emphasis
w ˈ ɒ ɹ ɪə z; warriors
θ ˈ ɪ n; thin
n ˌ ɒ m ɪ n ˈ eɪ ʃ ə n z; nominations
t ˈ ʌ tʃ; touch
p l ˈ eɪ s ɪ ŋ; placing
ə b dʒ ˈ ɛ k t ɪ v; objective
t ˈ ɛ n θ; tenth
ə p ˈ əʊ n ə n t; opponent
ɹ ˈ ɒ b ə t s; roberts
g ɹ ˈ eɪ v; grave
g l ˈ əʊ b; globe
ɪ g z ˈ æ k t l i; exactly
n ə p ˈ ɔː l; nepal
ˈ æ d v ə k ˌ eɪ t; advocate
s t ɹ ˈ ʌ k tʃ ə ɹ ə l; structural
ɔː t ˈ ɒ n ə m ə s; autonomous
ə p ɹ ˈ əʊ tʃ ɪ z; approaches
dʒ ˈ eɪ k ə b; jacob
k ˈ ɒ l ɪ n z; collins
d ɪ f ˈ ɛ n d ə; defender
h j ˈ uː; hew hue hugh
ɪ g z ˌ æ m ɪ n ˈ eɪ ʃ ə n; examination
k ˈ æ ʒ j ʊə l t i z; casualties
k ɹ ˈ ɪ s tʃ ə n z; christians
p ˈ aɪ n; pine
s ˈ aʊ d i; saudi
θ ˈ ɜː t ˌ iː n; thirteen
p ˈ ɛə z; pairs
w ˈ ʊ l f; wolf
ɪ s k ˈ eɪ p t; escaped
b ˈ æ ŋ k ɪ ŋ; banking
p ɹ ˈ ɪ n t ɪ ŋ; printing
t ˈ ɪ k ɪ t; ticket
n ˈ eɪ m l i; namely
t ˈ ɑː g ɪ t s; targets
t ɹ ˈ iː ˌ əʊ; trio
ɪ n f ˈ ɔː m d; informed
ɹ ˈ æ l i; rally
h ˈ ɒ s p ˌ ɪ t ə l z; hospitals
t ˈ aʊ ə z; towers
k ˈ æ θ ɹ ɪ n; catherine katherine
s ˈ iː m d; seemed
k ˈ ɔɪ n z; coins
s t ˈ ɛ m; stem
s ˈ ɪ v ɪ k; civic
p ɹ ɪ z ˈ ɜː v; preserve
d ɪ m ˈ ɑː n d z; demands
g ˈ eɪ t s; gates
ɪ k s p l ˈ eɪ n z; explains
dʒ ˈ eɪ; jay
s ə s ˈ aɪ ə t i z; societies
l ˈ əʊ g əʊ; logo
t ˈ iː; tea tee
v ˈ ɛ t ə ɹ ə n; veteran
b ˈ ɒ b i; bobby
ɹ ɪ s ˈ iː v z; receives
ɹ ɪ f ˈ ɔː m z; reforms
p ˈ ɑː k ɪ ŋ; parking
k ˈ ɒ l ə n i z; colonies
ʃ ˈ ɛə ɹ ɪ ŋ; sharing
f ˈ eɪ s ɪ z; faces
ə s ˈ ɪ s t s; assists
k ˈ ɒ m p aʊ n d; compound
m ə l ˈ ɛ k j ʊ l ə; molecular
ɪ n s t ɹ ˈ ʌ k ʃ ə n; instruction
p ɹ ˈ ɛ z ɪ d ə n s i; presidency
v ˈ eɪ g ə s; vegas
ə b ˈ ɔː d; aboard
h ˈ ɑː d w ˌ ɛə; hardware
ɹ ɪ z ˈ ɜː v z; reserves
t ɹ ˈ æ v ə l z; travels
ɹ ɪ k ˈ ɔː l d; recalled
g ˈ əʊ s t; ghost
ˈ ɜː n; earn urn
ɪ m ˈ əʊ ʃ ə n ə l; emotional
ɹ ˈ ɛ f; ref
ɹ ˈ ɒ k ɪ t; rocket
s ˈ ɪ g n ə l z; signals
b ˈ ɔː d z; boards
t ˈ iː tʃ; teach
p ˈ ʊ l d; pulled
t ˈ ɔː k s; talks
ˈ ɛ n t ə z; enters
v ˈ ɛə ɹ ɪə b ə l; variable
p ɹ ɪ z ˈ ɛ n t s; presents
k ə m p j ˈ uː t ə z; computers
s ˈ ʌ ŋ; sung
k ˈ ɛ n; ken
ɹ ˈ ɒ s t ə; roster
d ˌ ɛ k l ə ɹ ˈ eɪ ʃ ə n; declaration
ˈ ʌ l t ɪ m ɪ t; ultimate
k ˈ ɪ l ə m ˌ iː t ə z; kilometers kilometres
k ə l ˈ æ p s; collapse
f ɹ ˈ eɪ z; phrase
ə s ˈ aɪ d; aside
m ˈ ɜː d ə d; murdered
l ˈ ɪ t ɹ ə l i; literally
m ˌ æ θ ə m ˈ æ t ɪ k ə l; mathematical
ɹ ɪ f ˈ ɜː ɹ ɪ ŋ; referring
s ˈ iː k w ə l; sequel
ˌ æ z ə b aɪ dʒ ˈ ɑː n; azerbaijan
k ə m p ˈ aɪ l d; compiled
p ˈ iː t ə z b ˌ ɜː g; petersburg
w ˈ ɒ z ə n t; wasn't
ə f ˈ ɪ l ɪ ˌ eɪ t; affiliate
ɹ ˈ ɒ dʒ ə z; rogers
d ˈ ɪ k; dick
d ˈ ɛ n v ə; denver
h ˈ ʌ d s ə n; hudson
ˌ ɑː t ɪ f ˈ ɪ ʃ ə l; artificial
v ˈ ɛə ɹ ɪə n t; variant
ɹ ɪ g ˈ ɑː d; regard
w ˈ ɔː s ɔː; warsaw
s ɪ ˈ ɛə ɹ ə; sierra
ɹ ˈ uː l ə; ruler
ɹ ˈ æ b aɪ; rabbi
k ə n t ɹ ˈ æ k t s; contracts
m ˈ æ n j ʊ s k ɹ ˌ ɪ p t; manuscript
ˈ ɛ ɹ ə; error
p ə ɹ ˈ eɪ d; parade
d ˈ iː m d; deemed
s ə p l ˈ aɪ d; supplied
s w ˈ ɪ tʃ t; switched
p ˈ ɜː l; pearl perl
k ə n s ˈ ɪ s t ə n t; consistent
d ˈ ɛ k; dec deck
t ˈ ɛ l ɪ ŋ; telling
d ˈ ɛ l ə w ˌ ɛə; delaware
k ɹ əʊ ˈ eɪ ʃ ə; croatia
ˈ æ m s t ə d ˌ æ m; amsterdam
k ˈ iː θ; keith
l ˈ æ ɹ i; larry
ʃ ˈ ɑː; shah
