ð ə; the
ˈ ɔ ɹ l i ə n z; orleans orleans'
d ɪ f ˈ ɛ n d ɪ ŋ; defending
j ˈ u t ˌ ɔ; utah
ɛ n d ˈ ɛ m ɪ k; endemic
j ˈ ʌ ŋ g ə s t; youngest
ə t ɹ ˈ ɪ b j ə t ɪ d; attributed
ˈ æ l f ɹ ə d; alfred
s t ɹ ˈ ʌ g ə l; struggle
ɪ m ˈ ɝ dʒ d; emerged
f ˈ ɑ ɹ m ɝ z; farmer's farmers farmers'
d ɪ t ˈ eɪ l d; detailed
s t ˈ u ɝ t; stewart stuart
s ˈ i k; seaq seek sieck siek sikh
s ˈ ɪ m f ə n i; symphony
p l ˈ eɪ ˌ ɔ f s; playoffs
ˈ æ l aɪ z; allies allies' allys
t ɹ ˈ aɪ b z; tribe's tribes
ɹ ˌ ɛ g j ə l ˈ eɪ ʃ ə n z; regulations
p l ˈ æ t f ˌ ɔ ɹ m z; platform's platforms
k ɹ ˈ aʊ d; crowd
p l ˈ eɪ t; plait plate
b ˈ aɪ b ə l; bible
v ˈ ɪ k t ɝ; victor viktor
ɹ ɪ z ˈ aɪ d ɪ ŋ; residing
t ɹ ˈ aɪ ə l z; trial's trials
s k ˈ ʌ l p tʃ ɝ; sculpture
ˈ ɛ d; ed
s t ˈ æ tʃ ˌ u; statue
d ˈ ɪ s k; disc disk disque
ɹ ɪ p ˈ ɔ ɹ t ə d l i; reportedly
ɹ ˈ aɪ d; ride
s ˈ eɪ n t s; saint's saints saints'
t ˈ ɛ n j ɝ; tenure
d ɪ m ˈ ɑ l ɪ ʃ t; demolished
ɹ ˈ ɑ b ə n s ə n; robinson
p ɝ s ˈ ɛ n t ə dʒ; percentage
dʒ ˈ ɑ n i; johnie johnnie johnny johny
ˈ æ b s ə n s; absence
d ˈ ɑ n ə l d; donald
ˈ ɪ n s t ɹ ə m ə n t; instrument
s ˈ ɛ n d; send
ˈ æ d m ɝ ə l; admiral
f ˈ ɛ s t ə v ə l z; festivals
ə f ˈ ɪ l i ˌ eɪ t ɪ d; affiliated
k ə m p ˈ oʊ n ə n t; component
f ˈ ɪ l m ɪ ŋ; filming
f ɹ ˈ i k w ə n t; frequent
ɹ ˈ æ ŋ k s; ranks
k l ˈ eɪ m ɪ ŋ; claiming
s p ˈ oʊ k; spoke
s ˈ oʊ l dʒ ɝ; soldier
m ˈ ɑ ɹ ʃ ə l; marschall marshal marshall martial
ˈ ɑ ɹ tʃ b ˈ ɪ ʃ ə p; archbishop
k ɹ ˈ æ ʃ; crash
k oʊ ˌ ɑ p ɝ ˈ eɪ ʃ ə n; cooperation
d ˈ ɛ θ s; death's deaths
p ə t ɹ ˈ oʊ l; patrol
g ˈ æ ŋ; gang
k ˈ i p ɪ ŋ; keeping
s ˈ i z; c's c.'s c.s cees saez sea's seas sease sees seese seize sies
s ˌ i b ˌ i ˈ ɛ s; cbs
s ˈ i k ɪ ŋ; seeking
ˌ ɛ n dʒ ˈ ɔɪ d; enjoyed
s t ˈ ɛ p s; steppes steps
ɹ ˈ ɑ k s; rock's rocks rox
g l ˈ æ s k ˌ oʊ; glasgow
f ə t ˈ ɑ g ɹ ə f i; photography
ə p l ˈ aɪ; apply
j ˈ ɔ ɹ k ʃ ɝ; yorkshire
b ɹ ˈ eɪ k ɪ ŋ; braking breaking
k ə m ˈ æ n d ɪ d; commanded
dʒ ˈ ɝ m ə n z; german's germans germans'
m ˌ ɛ d ə t ɝ ˈ eɪ n i ə n; mediterranean
v j ˈ u d; viewed
j ˈ u s f ə l; useful
s ə s p ˈ ɛ n d ɪ d; suspended
d ɪ s ˈ ɛ n t; descent dessent dissent
d ɹ ˈ ɑ p; drop
θ ɹ ˈ oʊ n; throne thrown
dʒ ˈ ʌ dʒ ɪ z; judge's judges judges'
t ˈ aɪ l ˌ æ n d; thailand
f ˈ æ n t ə s i; fantasy
ˈ i v ə l; evil
l ˈ aɪ s ə n s t; licensed
b ˈ ɛ l dʒ ə n; belgian
ɹ ə ʒ ˈ i m; regime
v ˈ oʊ t ɝ z; voter's voters voters'
p ˈ i ˈ eɪ tʃ; ph
ɹ ˈ ɪ tʃ m ə n d; richmond
ˈ ɪ n d ˌ ɔ ɹ; indoor
m ˈ æ n ə dʒ ɪ ŋ; managing
v ˈ ɑ l j u m z; volumes
w ˈ ɛ l n ˈ oʊ n; well-known
h ˈ æ m p ʃ ɝ; hampshire
s ˈ ɪ m b ə l; cymbal symbol
k ˈ æ m b ə l; cambell campbell
ˈ oʊ k; oak olk
ˈ æ θ l ˌ i t s; athlete's athletes athletes'
k ˈ ɑ ɹ l oʊ s; carlos
tʃ ˈ u z; chews choose tewes tews
ˌ ɪ n d ˈ i d; indeed
ˈ æ n ə m ˌ eɪ t ɪ d; animated
ʃ ˈ ɑ p ɪ ŋ; shopping
p ɹ ə d ˈ u s ə z; produces
ɪ dʒ ˈ ɪ p ʃ ə n; egyptian
s ˈ i ɪ ŋ; seeing
ɪ l ˌ ɛ k t ɹ ˈ ɪ s ə t i; electricity
m j ˌ u n ɪ s ə p ˈ æ l ɪ t i z; municipalities
d ɪ z ˈ aɪ ɝ; desire
g ˈ ɛ ɹ i; gary gehry
ɹ i b ˈ ɪ l t; rebuilt
p ɹ ˈ oʊ t ˌ ɛ s t; protest
p ˈ eɪ n; paign pain paine pane payne
v j ˈ u ɝ z; viewer's viewers viewers'
p ˈ ɑ ɹ t l i; partly
d ɹ ˈ ʌ m z; drums
d ˈ ɑ m ə n ˌ eɪ t ə d; dominated
ˈ æ n d i; andi andie andy
s ˈ ɛ g m ə n t; segment
dʒ ˈ æ n; jahn jan jan. jann
f ˈ ɑ l ɪ ŋ; falling
s ˈ i d; cede seed
f ɹ ˈ ɛ ʃ; fresh
p ˈ ɔ ɹ t l ə n d; portland
ə t ˈ ɛ n d ɪ ŋ; attending
dʒ ˈ ɛ f; geoff jeff jeffe
p ˈ ɪ k t; picht picked
ə b j ˈ u s; abuse
b ˈ ɑ m; balm bohm bom bomb
s ˈ ɛ t l ɝ z; settlers settlers'
p ˈ ʌ b l ɪ ʃ ɝ; publisher
k ˈ ɛ ɹ ə k t ɝ ˌ aɪ z d; characterized
m ˈ ɑ ɹ k s; marcks mark's marks marques marx
d ˈ ʌ z ə n t; doesn't
ˈ æ s ˌ ɛ t s; assets
s ˈ ɝ b i ə n; serbian
dʒ ˈ ʊ ɹ i; jury
b ɪ h ˈ æ f; behalf
ˈ ɪ n d ə k ˌ eɪ t; indicate
f ˈ ʌ n d ə d; funded
m aɪ n ˈ ɔ ɹ ə t i; minority
d ˈ u oʊ; duo
t ˈ ɝ m ɪ n ə s; terminus
k ˈ eɪ v; cave
ˈ ɛ n i w ˌ ʌ n; anyone
dʒ ˈ eɪ s ə n; jason
b ˌ aɪ ə l ˈ ɑ dʒ ɪ k ə l; biological
l ˈ ɪ m ə t s; limits
m ˈ ɪ s t; missed mist
d ɹ ˈ ʌ m ɝ; drummer
g ˈ aɪ; gae guy ngai
p ə z ˈ ɛ ʃ ə n; possession
ˈ æ ɹ ə b ɪ k; arabic
s ˈ u t; suit suitt
m ˈ ɝ i; murray murree murrey murrie murry
m ˈ aɪ n z; mine's mines mines'
ˈ eɪ m d; aimed
d ɹ ˈ ɪ v ə n; driven
g ɹ ˈ eɪ ə m; graham
d ˈ ɪ z n i; disney
s t ɹ ˈ ɪ ŋ; string
b ɪ s ˈ aɪ d z; besides
b ˈ ɪ t; bit
f ˈ ɝ ð ɝ m ˌ ɔ ɹ; furthermore
s t ˈ eɪ b ə l; stable
ɪ d ˈ ɪ ʃ ə n z; edition's editions
k l ˈ eɪ; clay klay kley
dʒ ɝ ˈ u s ə l ə m; jerusalem
v ˈ ɝ dʒ ɪ n; virgin
l ˈ oʊ k ə l i; locally
ɹ ˌ i l ˈ oʊ k eɪ t ɪ d; relocated
j ˈ ɑ ɹ d; yard yarde
d ˈ ɛ l i; delee delhi deli
p ˈ ʌ b l ɪ k l i; publically publicly
k l ˈ ɪ ɹ l i; clearly
b ˈ æ ŋ l ə d ˌ ɛ ʃ; bangladesh
ˈ oʊ v ɝ v j ˌ u; overview
k l ˈ oʊ s ɝ; closer
s ˈ aʊ n d z; sound's sounds
h ˈ ʌ l; hull
t ɹ ə d ˈ ɪ ʃ ə n z; traditions
n ˈ oʊ v ə; nova
s aɪ k ˈ ɑ l ə dʒ i; psychology
ˌ ʌ n d ɝ s t ˈ æ n d; understand
k ˈ ʌ l ɝ z; colors colours culler's cullers
ɹ ə k ˈ ʌ v ɝ d; recovered
ɹ i l ˈ eɪ ʃ ə n; relation
k ˌ ɑ n s ə n t ɹ ˈ eɪ ʃ ə n; concentration
d ˌ i s ˈ i; d.c. dc
ˈ ɪ n f l ˌ u ə n s ɪ z; influences
s ˈ ɛ n t ə n s t; sentenced
tʃ ˈ ɑ ɹ l i; charley charlie
m ˈ æ θ j u; mathew mathieu matthew
b ˈ æ l ə n s; balance
f ˌ ɝ s t k l ˈ æ s; first-class
s ˈ i s t; ceased
h ˈ ʌ n t ɪ ŋ; hunting
ˈ ɪ m ə g ɹ ə n t s; immigrant's immigrants
f ˈ ɪ t; fit fitt
k ˈ ɑ ɹ t ɝ; carter karter
m ˈ ɛ k ə n ˌ ɪ z ə m; mechanism
k l ˈ æ n; clan klahn klan klann
w ˈ ɔ k ɪ ŋ; walking
b ˈ ɝ θ d ˌ eɪ; birthday
f ɹ ˈ aɪ d i; friday
aɪ d ˈ ɛ n t ə f ˌ aɪ; identify
ɹ oʊ m ˈ æ n t ɪ k; romantic
m ˈ u v z; moves
h ˈ aʊ s h ˌ oʊ l d ɝ; householder
l ˈ ɛ g z; l'eggs leg's legs
k ˈ ɑ ɹ g ˌ oʊ; cargo
b ˈ ʌ f ə l ˌ oʊ; buffalo
z ˈ ɪ ɹ oʊ; zero
ɛ s ˈ ɛ n ʃ ə l; essential
b ˈ aʊ n d ɝ i z; boundaries
ˈ ɛ l d ɝ; elder
æ f g ˈ æ n ə s t ˌ æ n; afghanistan
j ˈ u s ə dʒ; usage
ɪ k s p ˈ oʊ z d; exposed
s ə b s ˈ ɪ d i ˌ ɛ ɹ i; subsidiary
ɹ ˈ ɔɪ; roi roy roye
f ˈ ɔ l s; false
v ˌ ɑ l ə n t ˈ ɪ ɹ; volunteer
v æ n k ˈ u v ɝ; vancouver
ə p ˈ ɑ ɹ t m ə n t; apartment
ˌ ɑ ɹ k i ə l ˈ ɑ dʒ ɪ k ə l; archaeological archeological
h ˈ ʌ n t ɝ; hunter
æ d v ˈ aɪ s; advice
m ˈ ɔ ɹ ə s; maurus morris morris'
p ˌ aɪ ə n ˈ ɪ ɹ; pioneer
t ˈ ɛ k s t s; texts
v ˌ ɑ l ə n t ˈ ɪ ɹ z; volunteers
b ɹ ˈ ɪ s t ə l; bristol
ˌ ɪ n ˈ ɔ g ɝ ə l; inaugural
p ˌ ɑ s ə b ˈ ɪ l ə t ˌ i; possibility
b ˈ ɛ n dʒ ə m ə n; benjamin
ə l ˈ aɪ v; alive
ˌ ɪ s l ˈ ɑ m; islam
b ˈ ɪ z n ə s m ˌ æ n; businessman
k ˈ ɔ s t ɑ; costa
ɹ ˈ eɪ t ɪ d; rated
l ˈ u z; leu's loos lose lou's luiz luse
s ˈ ɛ n t ə n s; sentence
m ˈ ɔ l; mall maul maule maull mol
p ˈ ɑ ɹ ʃ ə l i; partially
b ɪ l ˈ i f; belief
ˈ eɪ m; aim aime ame
ɹ oʊ m ˈ eɪ n i ə n; romanian
ə p ɹ ˈ oʊ p ɹ i ə t; appropriate
s t ɹ ˈ ɪ p; strip
b ɪ l ˈ ɔ ŋ d; belonged
ɹ ˈ eɪ n dʒ ɝ z; ranger's rangers rangers'
ˈ ɛ l s w ˌ ɛ ɹ; elsewhere
ə p ˈ oʊ n ə n t s; opponent's opponents opponents'
t ˈ eɪ l; tail tale
ˈ æ s k s; asks
k ɹ ˈ aɪ m z; crime's crimes crymes
d ɪ p l ˈ ɔɪ d; deployed
m ˈ ɝ dʒ ɝ; merger
d ˈ ɔ ɹ z; door's doors
s ˈ ʌ m ɝ i; summary
m ə d ɹ ˈ ɪ d; madrid
d ɹ ˈ æ f t ɪ d; drafted
ɹ ˈ i k oʊ; rico ricoh
v ˈ ɛ n tʃ ɝ; venture
s ˈ ɛ t ə l m ə n t s; settlement's settlements
ˌ ɪ n t ɝ n ˈ æ ʃ ə n ə l i; internationally
l ˈ æ ŋ k ə; lanka
ɪ s t ˈ æ b l ɪ ʃ ɪ ŋ; establishing
t ˈ aɪ; pty tai thai tie ty tye
d ɪ s p j ˈ u t; dispute
b ˈ æ n; bahn ban banh bann
d ˈ eɪ n dʒ ɝ ə s; dangerous
g ˈ æ p; gap gapp
h ˈ ʌ n t; hundt hunt hunte
l ɑ t ˈ i n oʊ; latino
ˈ ɪ m p l ə m ˌ ɛ n t ə d; implemented
s ˈ ʌ b ɝ b; suburb
ˌ ɪ m p l ə m ɛ n t ˈ eɪ ʃ ə n; implementation
k ˈ ɑ m ɛ n t ə d; commented
p ɹ ˈ æ k t ə k ə l; practical
d ɪ s p l ˈ eɪ d; displayed
ˈ i ə n; eon ian
s ˈ æ n d; sand sande
ˈ ɝ n ɪ ŋ; earning
d ˈ ɝ b i; derby
g ɹ ˈ eɪ s; grace
k ˈ ʊ k; cook cooke
dʒ ˈ ɛ n ɝ ˌ eɪ t ə d; generated
k ə n t ˈ ɪ n j u ə s; continuous
m ˈ ʌ n θ l i; monthly
k ə n ˈ ɛ k ʃ ə n z; connections connexions
k ə n v ˈ ɝ ʒ ə n; conversion
l ˌ oʊ k ə m ˈ oʊ t ɪ v z; locomotives
k ɝ ˈ ɪ b i ə n; caribbean
ɹ ə d ˈ ʌ k ʃ ə n; reduction
d aɪ v ˈ ɝ s; diverse
tʃ ˈ ɪ l i; chile chili chilly
ɹ ˈ aɪ f ə l; reifel rifle
b aɪ ˈ ɑ l ə dʒ i; biology
ɹ ɪ s p ˈ ɑ n d ɪ d; responded
ɹ ɪ p ˈ ɔ ɹ t ɝ; reporter
s ˈ ɝ b i ə; serbia
f ˈ ɛ ɹ i; fairey fairy ferri ferrie ferry fery
w ˈ ɔ ɹ n ɝ; warner woerner worner
s ɪ k j ˈ ʊ ɹ d; secured
m ˈ ɪ d; mid
ə m ˈ ɛ n d m ə n t; amendment
æ d v ˈ aɪ z ɝ i; advisory
f ˈ ɔ ɹ ə m; forum
p ˈ ɝ ʒ ə n; persian
m ə ʃ ˈ i n z; machine's machines
k ə n ˈ ɛ k t ɪ ŋ; connecting
d ɪ p ˈ ɑ ɹ t m ə n t s; department's departments
f l ˈ ɛ d; fled
g ˈ ɪ l t i; guilty
ə k ˈ eɪ ʒ ə n; occasion
m ɝ ˈ i; marie moree
ˈ ɑ p ɝ ˌ eɪ t ɝ; operator
k l ˈ oʊ z ɪ ŋ; closing
m ˈ ɑ; ma mah
t ɹ ˈ ɪ n ə t i; trinity
t ˈ ʊ ɹ z; tour's tours
ˌ æ k w ə z ˈ ɪ ʃ ə n; acquisition
d ɪ s ˈ ɪ ʒ ə n z; decision's decisions
d ˌ ɪ s ˈ aɪ d z; decides
f ɹ ˈ ɛ d; fread fred freda
ˌ ʌ n s ə k s ˈ ɛ s f ə l; unsuccessful
ˈ æ f t ɝ m ˌ æ θ; aftermath
p ˈ æ t ɝ n z; patterns
ə s ˈ ɪ s t ɪ d; assisted
d ɪ s k ˈ ʌ s t; discussed
b ˈ aʊ n d; bound
ˌ ɪ n ˈ ɪ ʃ i ˌ eɪ t ə d; initiated
k ˈ æ t ə l; cattle
s ɝ v ˈ aɪ v; survive
w ˈ ɔ ɹ ə n; warren
ə f ˈ ɛ ɹ; affair
s ˈ ɝ k ə m s t ˌ æ n s ə z; circumstances
m ə l ˈ ɑ n; milan
t ˈ ɪ m b ɝ; timber timbre
b ɹ ˈ ɪ dʒ ə z; bridges
ə p ˈ ɛ ɹ ə n t; apparent
p ˈ ɔ ɹ t ɹ ə t; portrait
ˈ aʊ t d ˌ ɔ ɹ; outdoor
k ˈ oʊ tʃ ɪ z; coach's coaches
p ɝ s ˈ u; pursue
d ɹ ə m ˈ æ t ɪ k; dramatic
ˌ ɪ n v ˈ ɑ l v z; involves
dʒ ˌ ʊ ɹ ə s d ˈ ɪ k ʃ ə n; jurisdiction
d ɪ m ˈ ɑ k ɹ ə s i; democracy
g ˈ ɑ ɹ d z; guard's guards
k w ˌ ɑ l ə f ə k ˈ eɪ ʃ ə n; qualification
h ˈ ɑ l ə d ˌ eɪ; holiday holladay
m ˈ ɪ n ə s t ɝ z; ministers
ˈ ɛ l s; else
w ˈ eɪ n; wain wane wayne
b ˈ ɪ d; bid
ɪ n k ɹ ˈ i s ə z; increases
s ˈ eɪ l d; sailed
k ˈ æ ɹ i ɝ; carrier
ˈ aɪ s ə l ˌ eɪ t ə d; isolated
n ˈ ɪ k ə l ə s; nicholas nicholas' nicolas
m ˈ æ g ə z ˌ i n z; magazine's magazines magazines'
m ˈ ɛ n ʃ ə n; mention
ɪ k s k l ˈ u s ɪ v l i; exclusively
t ɹ ˈ ɪ b j u t; tribute
m ˈ eɪ n s t ɹ ˌ i m; mainstream
s ˈ ɝ t ə f ˌ aɪ d; certified
ɹ ɪ b ˈ ɛ l j ə n; rebellion
k ə m p l ˈ i t ɪ ŋ; completing
k æ m p ˈ eɪ n z; campaign's campaigns
ˌ ʌ n ɪ n k ˈ ɔ ɹ p ɝ ˌ eɪ t ɪ d; unincorporated
w ˈ ɛ ɹ ɪ ŋ; wareing waring wearing
p ˈ ɪ tʃ; piche pitch pitsch
b ˌ eɪ ʒ ˈ ɪ ŋ; beijing
ɪ l ˈ i t; elite
k l ˈ oʊ ð ɪ ŋ; clothing
ˈ ɪ l n ə s; illness
ɹ i m ˈ u v; remove
s t ə t ˈ ɪ s t ɪ k ə l; statistical
b ɪ l ˈ ɔ ŋ ɪ ŋ; belonging
k ə n v ˈ ɛ n ʃ ə n ə l; conventional
ˈ ɛ l d ə s t; eldest
b ˈ i t ɪ ŋ; beating
s ˈ æ ŋ; sang
s ə l ˈ u ʃ ə n z; solutions
ɛ n f ˈ ɔ ɹ s m ə n t; enforcement
ˈ ɛ n t ɝ p ɹ ˌ aɪ z; enterprise
p ɹ ˌ ɛ p ɝ ˈ eɪ ʃ ə n; preparation
k ə n s ˈ ɝ n ɪ ŋ; concerning
h ˈ ɪ n d ˌ u; hindu
ˈ ɑ n g ˌ oʊ ɪ ŋ; ongoing
l ˈ ɔ ŋ g ə s t; longest
p ɑ ɹ t ˈ ɪ s ə p ˌ eɪ t ɪ ŋ; participating
t ɹ ˈ ɪ p ə l; triple trippel tripple
ˈ æ l ə s; alice
ɝ ˈ eɪ n dʒ m ə n t; arrangement
m ˈ ʌ z l ə m z; muslims
t ˈ æ ŋ k s; tank's tanks
p ˈ eɪ dʒ ə z; pages
h ˈ aʊ z d; housed
ʃ ˈ æ l; shall
s p ˈ ɔ ɹ t ɪ ŋ; sporting
s ˈ u t ə b ə l; suitable
h ˈ ɔ ɹ ɝ; horror
h ə w ˈ aɪ ˌ i; hawaii
ˈ ɛ n b ˌ i s ˈ i; nbc
ˈ eɪ k ɝ z; acres akers
s ˈ ʌ b s t ə t ˌ u t; substitute
t ɹ ˈ eɪ d ɪ d; traded
ˈ æ p ə l; appel appell apple
n ə g ˌ oʊ ʃ i ˈ eɪ ʃ ə n z; negotiations
d ɹ ˈ aɪ v ɝ z; driver's drivers drivers'
v ˈ ɑ l i b ˌ ɔ l; volleyball
ɹ ɪ p ˈ i t ɪ d; repeated
ɹ ˈ ɛ ɹ l i; rarely
b ˈ eɪ k ɝ; baker
d ɪ l ˈ ɪ v ɝ i; delivery
d ɪ s k ˈ ʌ ʃ ə n; discussion
v ˈ aɪ ə l ə n t; violent
t ˈ æ g; tag tagg tagge
ɹ ɪ k ˈ ʌ v ɹ i; recovery
b ˈ ɛ l t; belt
g ɹ ˈ eɪ d z; grades
ɹ ɪ z ˈ ɔ ɹ t; resort
k ə n k l ˈ u ʒ ə n; conclusion
j ˈ u n ə f ˌ ɔ ɹ m; uniform
s ˈ oʊ k ˈ ɔ l d; so-called
f ɪ f t ˈ i n; fifteen
h ˈ i z; he's hees heese
s p ˈ eɪ s ə z; spaces
f ˈ ɪ t ə d; fitted
t ˈ ɛ m p ɹ ə tʃ ɝ z; temperatures
d ˈ ɛ m ə n s t ɹ ˌ eɪ t ɪ d; demonstrated
f ˈ oʊ k ə s ɪ z; focuses
ɹ ɪ v ˈ i l z; reveals
k w ˈ ɑ l ə f ˌ aɪ; qualify
d ɪ s m ˈ ɪ s t; dismissed
ˌ ɛ k s ə b ˈ ɪ ʃ ə n z; exhibitions
w ˈ ɛ p ə n; weapon
k ɹ ˈ ɔ s t; crossed
v ˈ æ s t; vast
ɹ ˈ æ d ə k ə l; radical
æ d v ˈ ɛ n tʃ ɝ; adventure
s ˈ eɪ k ɹ ə d; sacred
h ɪ s t ˈ ɔ ɹ i ə n z; historians
d ˈ æ n s ɪ ŋ; dancing
s ˈ ʌ b m ɝ ˌ i n; submarine
m ˌ æ n j ə f ˈ æ k tʃ ɝ d; manufactured
ˌ ɪ m ə g ɹ ˈ eɪ ʃ ə n; immigration
w ˈ i l; we'll wheel
f j ˈ u n ɝ ə l; funeral
m ˈ ɪ tʃ ə l; michal michell michl mitchel mitchell
t ˈ aɪ g ɝ z; tiger's tigers tigers'
t ˈ ɪ l; 'til til till
w ˈ ɛ l z; welles welles' wells welz
ˈ ɪ n d ɪ k ˌ eɪ t s; indicates
s ə dʒ ˈ ɛ s t; suggest
k ˌ ɑ m p ɹ i h ˈ ɛ n s ɪ v; comprehensive
d ˈ ɛ t; debt
k ˈ ɑ p i; copy kopy
p ˈ eɪ ʃ ə n t; patient
s ˈ ɑ f t; soft
d ˈ ɑ m ə n ə n t; dominant
k ˈ ɑ m ə n z; commons
m ˈ ɑ ɹ dʒ ə n; margin
k l ˈ i n; clean kleen
d ˈ aɪ m ə n d; diamond dimond dymond
ˌ ɪ n t ˌ ɝ p ɹ ɪ t ˈ eɪ ʃ ə n; interpretation
ɹ ˈ aɪ t ɪ ŋ z; writings
g ɹ ˈ æ n d f ˌ ɑ ð ɝ; grandfather
l ˈ aɪ ə n z; lion's lions lions' lyon's lyons
ɝ ˈ aɪ v ɪ ŋ; arriving
ɹ ˈ æ f; raf raff
ð ˈ æ t s; that's
b ˈ æ ɹ i; barrie barry
s k ˈ oʊ p; scope
m ˈ æ k; mac mack macke mak
ˈ ɛ k s p ɝ t; expert
f ˈ oʊ t ə g ɹ ˌ æ f s; photographs
ˈ æ k t ə v ə s t; activist
θ ˈ ɪ ŋ k ɪ ŋ; thinking
p ɹ ˈ aɪ s ə z; prices
ˈ ɛ k s ɝ s ˌ aɪ z; exercise
ˈ ɛ ɹ l ˌ aɪ n z; airline's airlines airlines'
p ˈ ɛ ɹ ə n t; parent
t ˈ aɪ z; thai's thais ties
n ˌ ɔ ɹ θ w ˈ ɛ s t ɝ n; northwestern
w ˈ ʊ d z; wood's woods
p ɹ ə m ˈ oʊ t ɪ ŋ; promoting
dʒ ˈ ʌ m p; jump
p ɹ ə d ˈ ɛ ʃ; pradesh
l ˈ aɪ f t ˌ aɪ m; lifetime
l ˈ æ n d ə d; landed
dʒ ə n ˈ ɛ t ɪ k; genetic
s ə b m ˈ ɪ t ɪ d; submitted
k ˈ ɑ p ɝ; copper kopper
ˈ ɛ g z; eggs
t ˈ ɛ n d; tend
k ˈ ɑ t ə n; cotten cotton
k ə l ˈ ɛ k t ɪ v; collective
ˈ ɛ k s ə l ə n t; excellent
ɹ i p ˈ ɔ ɹ t ɪ ŋ; reporting
ɝ ˈ ɪ dʒ ə n ˌ eɪ t ə d; originated
d ɪ v ˈ oʊ t ɪ d; devoted
s ˈ ɪ m p t ə m z; symptoms
k w ˈ aɪ ɝ; choir
w ɪ θ d ɹ ˈ u; withdrew
m æ n h ˈ æ t ə n; manhattan
w ˈ eɪ s t; waist waste
k ə n s ˈ u m ɝ; consumer
ʃ ˈ ɑ ɹ l ə t; charlotte
b ˈ æ p t ə s t; baptist
w ˈ ɛ l θ i; wealthy
ɹ ˈ ɑ b ə n; robben robin
l ˈ eɪ ɝ; layer
ʃ ˈ ɪ f t; shift
p l ˈ eɪ ˌ ɔ f; playoff
f ˈ ɑ s t ɝ; foster
v ˈ ɪ l ə; villa
f ɹ ˈ eɪ m w ˌ ɝ k; framework
s ˈ aɪ l ə n t; silent
h ˈ ɪ p; hip hipp hippe
m ʊ h ˈ ɑ m ə d; muhammad
s k ˈ ɔ ɹ z; scores
b ˈ ʌ s ɪ z; buses
f ˈ ɑ ɹ m ɪ ŋ; farming
b ɪ l ˈ i v z; believes
s ˈ ɪ t ə z ə n; citizen
ɪ k s p ˈ oʊ ʒ ɝ; exposure
t ˈ ɑ p ɪ k s; topics
ɹ ɪ p ˈ ɛ ɹ; repair
f ˈ aɪ t ɝ z; fighter's fighters fighters'
s w ˈ i t; suite sweatt sweet swete
ˌ ɪ n t ɝ s t ˈ eɪ t; interstate
b ˈ ɑ ɹ b ɝ ə; barbara
t ˈ u l; tool toole tuel tuell tuyle
θ ˈ ɝ d ˌ i; thirty
ˈ ɛ l ə dʒ ə b ə l; eligible
ˌ ɔ t ə m ˈ æ t ɪ k; automatic
f l ˈ aɪ t s; flight's flights
s p ˈ ɛ ʃ ə l ˌ aɪ z d; specialized
f ˈ i; fee fie
k ɝ ˈ ɛ k t; correct
θ ˈ æ ŋ k s; thank's thanks
ɹ ɪ k w ˈ ɛ s t ɪ d; requested
p ɝ m ˈ ɪ ʃ ə n; permission
d ˌ ɪ p l ə m ˈ æ t ɪ k; diplomatic
dʒ u d ˈ ɪ ʃ ə l; judicial
l ˈ eɪ t ə s t; latest
m ˈ ɔ ɹ ə l; moral morell murrell murrill
n aɪ dʒ ˈ ɪ ɹ i ə; nigeria
b ˈ i t ə l; beatle beetle
t ɹ ˈ ʌ k; truck
dʒ ˈ ɑ n ə θ ə n; johnathan johnathon jonathan jonathon jonothan
ˌ ɪ n t ˈ ɛ n tʃ ə n; intention
ɹ ˈ eɪ n dʒ ɪ ŋ; ranging
g ˈ ɛ s t s; guest's guests guests'
ɪ k s t ˈ ɛ n s ɪ v l i; extensively
k ˈ æ n t; can't cant kandt kant
ɹ i s t ɹ ˈ ɪ k t ə d; restricted
s ə l ˈ ɛ k t; select
l ˈ ɪ b ɝ t ˌ i; liberty
l ˈ oʊ ə s t; lowest
s l ˈ eɪ v z; slaves
ɪ k s p ˈ ɛ n s ɪ v; expensive
g ˈ ɪ n i; guinea guiney
ˈ ɛ v ə n z; evans evans'
ɔ ɹ g ˈ æ n ɪ k; organic
ɹ ɪ m ˈ oʊ t; remote
d ˈ ɛ l t ə; delta
k ˈ æ l ə n d ɝ; calendar calender callander
æ l b ˈ ɝ t ə; alberta
g ˈ ɑ ɹ d i ə n; guardian
dʒ ˈ aɪ ə n t s; giant's giants giants'
d ɪ s t ˈ ɪ ŋ k ʃ ə n; distinction
ˌ ɪ ɹ ˈ ɑ n i ə n; iranian
p ɹ ˈ oʊ t ˌ ɛ s t s; protests
h ˈ ɪ d ə n; hidden
f ˈ eɪ v ɝ ɪ t; favorite favourite
g ɹ ˈ oʊ z; grose grows
ˈ æ d ə l ˌ eɪ d; adelaide
w ˈ ɛ l θ; wealth
b ˈ eɪ s ə z; base's bases
l ˈ i g z; league's leagues leagues'
d ɹ ˈ æ g ə n; dragon
ɹ ˈ ɛ l ə g ˌ eɪ t ɪ d; relegated
p ˈ oʊ l; poehl pohl pole poll
s ˈ i m; seam seem siem
ˈ ɪ l; il ill
ˌ ɪ n s p ɝ ˈ eɪ ʃ ə n; inspiration
f ˈ i n ɪ k s; phoenix
