ð ə; the
d ˈ ɛ p θ; depth
ɹ ˌ ɛ k ə m ˈ ɛ n d ɪ d; recommended
n ˈ ɑː t s i; nazi
k ˈ ɛ l i; kelly
f ˈ eɪ v ə; favor favour
ˈ ɒ s t ɪ n; austin
k ˌ ɒ m p ɪ l ˈ eɪ ʃ ə n; compilation
t ˈ ɪ m; tim
b ˈ ɛ n ɪ f ɪ t s; benefits
p ɹ ˈ əʊ s ɛ s ɪ ŋ; processing
ˌ ɛ n dʒ ɪ n ˈ ɪə z; engineers
ə s ˈ ɔː l t; assault
k ˈ ɒ m ɜː s; commerce
b ˈ æ t ə ɹ i; battery
p ˈ ɪ k; pic pick
s ˈ ɛ ʃ ə n z; sessions
w ˈ aɪ l d l ˌ aɪ f; wildlife
f ˈ aɪ l; file
m ˈ æ t; mat matt
ɹ ˈ eɪ l w ˌ eɪ z; railways
f ɹ ˈ æ ŋ k l ɪ n; franklin
p ˈ æ s ɪ dʒ; passage
p ˌ ɒ p j ʊ l ˈ eɪ ʃ ə n z; populations
ɪ k s ˈ ɛ p ʃ ə n; exception
h ˈ ɪə ɹ əʊ; hero
ɹ ɪ s ˈ ɜː tʃ ə z; researchers
t ɹ ˈ iː t ɪ d; treated
b j ˈ uː t i; beauty
ˈ eɪ dʒ ə n t s; agents
b ɪ g ˈ ʌ n; begun
dʒ ˈ ɪ m i; jimmy
p ɹ ˈ ɪ n t ɪ d; printed
b ˈ æ tʃ ə l ə; bachelor
f ˈ ɪə; fear
s p ˈ əʊ k ə n; spoken
t ɹ æ n z ˈ ɪ ʃ ə n; transition
v ɪ k t ˈ ɔː ɹ ɪə n; victorian
g ˈ ʌ v ə m ə n t s; governments
t w ˈ ɪ n; twin
m ˈ ɪ l z; mills
b ˈ ɪ l i; billy
s n ˈ əʊ; snow
d ˈ əʊ n ˌ eɪ t ɪ d; donated
d ɪ s k ɹ ˈ aɪ b; describe
ɹ ˈ ʌ s ə l; russell
p ɹ ˈ ɒ v ɪ n s ɪ z; provinces
ˌ iː v ə l ˈ uː ʃ ə n; evolution
d aɪ ˈ æ m ɪ t ə; diameter
ɪ g z ˈ ɪ s t s; exists
ɹ ɪ l ˈ eɪ ʃ ə n ʃ ˌ ɪ p s; relationships
k ˈ ʌ z ə n; cousin
w ˈ ɛ d ɪ ŋ; wedding
k ˈ ɑː b ə n; carbon
n ˌ ɛ v ə ð ə l ˈ ɛ s; nevertheless
ˈ ɪ n dʒ ə ɹ i z; injuries
k ˈ ɛ m ɪ s t ɹ i; chemistry
s ə p l ˈ aɪ z; supplies
ˈ ɛ v ɹ ɪ w ˌ ʌ n; everyone
t ɹ ˌ æ n s m ˈ ɪ ʃ ə n; transmission
h ɪ s t ˈ ɒ ɹ ɪ k l i; historically
ˌ ɒ p ə t j ˈ uː n ɪ t i z; opportunities
v ˈ ɛ n j uː; venue
ɛ n k ˈ ʌ ɹ ɪ dʒ d; encouraged
ə b ɹ ˈ ɔː d; abroad
ɹ ˈ eɪ ʃ ɪ ˌ əʊ; ratio
k ˌ ɒ n t ɹ ɪ b j ˈ uː ʃ ə n; contribution
tʃ ˈ æ n ə l z; channels
k ˌ ɒ n t ɪ n ˈ ɛ n t ə l; continental
d ɹ ˈ ʌ g z; drugs
ˈ ɪ n d ɪə n z; indians
s ˈ aɪ ə n t ɪ s t s; scientists
ˌ ɪ n s t ɹ ə m ˈ ɛ n t ə l; instrumental
p ɹ ˈ ɪ n t; print
f ɹ ˈ ɛ n d l i; friendly
ɹ ɪ l ˈ iː s ɪ z; releases
ɹ ˈ ɛ d i; ready
ə tʃ ˈ iː v m ə n t; achievement
ˌ ɪ n t ə s ˈ ɛ k ʃ ə n; intersection
b ˈ əʊ t s; boats
ʒ ˈ ɒ n ɹ ə; genre
s ɪ g n ˈ ɪ f ɪ k ə n s; significance
k ɹ ˈ ɪ s t ə f ə; christopher
ɹ ɪ m ˈ eɪ n d ə; remainder
m ɪ k ˈ æ n ɪ k ə l; mechanical
ɹ ˈ aɪ d ɪ ŋ; riding
s p ˈ ɛ n d ɪ ŋ; spending
p ˈ ɪə ɹ ɪə d z; periods
k ˈ ʌ s t ə m ə z; customers
f ˈ ʊ l t ˌ aɪ m; full-time
ɹ ˈ əʊ l ɪ ŋ; rolling
n ˈ ɪ k; nick
m ˈ æ t ə z; matters
h ˈ ɑː b ə; harbor harbour
k ˈ æ t ɪ g ə ɹ i z; categories
s ˈ ʌ f ɹ ɪ ŋ; suffering
ə s ˈ ɪ s t; assist
n ˈ aɪ n θ; ninth
ɹ ˈ iː t ˌ eɪ l; retail
s ə p ˈ ɔː t s; supports
ɪ m ˈ iː d ɪə t; immediate
ˈ æ d ə m z; adams
p ˌ ɜː s ə n ˈ æ l ɪ t i; personality
n ˈ ɛ l s ə n; nelson
h ˈ ɪə ɹ ɪ ŋ; hearing
d ɪ s t ɹ ˈ ʌ k ʃ ə n; destruction
t ˈ ɒ m p s ə n; thompson
p ˈ əʊ s t ɪ d; posted
t ɛ k n ˈ ɒ l ə dʒ i z; technologies
dʒ ˈ aɪ ə n t; giant
s ɪ v ˈ ɪ l j ə n; civilian
s ˈ aɪ n z; signs
p ɹ ɪ z ˈ ɜː v d; preserved
t aɪ w ˈ ɑː n; taiwan
s ə b s t ˈ æ n ʃ ə l; substantial
k ˈ æ ʃ; cache cash
əʊ v ə s ˈ iː z; overseas
ˈ ɔː g ə n; organ
s t ˈ æ n l i; stanley
n ˈ ɔː m ə n; norman
ɹ ˈ uː l ɪ ŋ; ruling
f ˈ eɪ s ɪ ŋ; facing
ɪ k s t ˈ ɛ n t; extent
l ˈ eɪ; lay
b ɹ ˈ ʊ k l ɪ n; brooklyn
h ɪ s p ˈ æ n ɪ k; hispanic
w ˈ ɒ n t s; wants
ə b t ˈ eɪ n; obtain
m ˈ ɪ k s; mix
s p ˈ ɒ n s ə d; sponsored
h ˈ ʌ ɹ ɪ k ˌ eɪ n; hurricane
ˈ ɔː l ɪə n z; orleans
d ɪ f ˈ ɛ n d ɪ ŋ; defending
j ˈ uː t ˌ ɑː; utah
j ˈ ʌ ŋ g ɪ s t; youngest
ə t ɹ ˈ ɪ b j ʊ t ɪ d; attributed
ˈ æ l f ɹ ɪ d; alfred
s t ɹ ˈ ʌ g ə l; struggle
ɪ m ˈ ɜː dʒ d; emerged
f ˈ ɑː m ə z; farmers
d ˈ iː t eɪ l d; detailed
s t j ˈ ʊə t; stewart stuart
s ˈ iː k; seek sikh
s ˈ ɪ m f ə n i; symphony
ə l ˈ aɪ z; allies
t ɹ ˈ aɪ b z; tribes
ɹ ˌ ɛ g j ʊ l ˈ eɪ ʃ ə n z; regulations
p l ˈ æ t f ˌ ɔː m z; platforms
k ɹ ˈ aʊ d; crowd
p l ˈ eɪ t; plait plate
b ˈ aɪ b ə l; bible
v ˈ ɪ k t ə; victor
t ɹ ˈ aɪ l z; trials
s k ˈ ʌ l p tʃ ə; sculpture
s t ˈ æ tʃ uː; statue
d ˈ ɪ s k; disc disk
ɹ ɪ p ˈ ɔː t ɪ d l i; reportedly
ɹ ˈ aɪ d; ride
s ˈ eɪ n t s; saints
t ˈ ɛ n j ə; tenure
ɹ ˈ ɒ b ɪ n s ə n; robinson
p ə s ˈ ɛ n t ɪ dʒ; percentage
dʒ ˈ ɒ n i; johnny
ˈ æ b s ə n s; absence
d ˈ ɒ n ə l d; donald
ˈ ɪ n s t ɹ ə m ə n t; instrument
s ˈ ɛ n d; send
ˈ æ d m ə ɹ ə l; admiral
f ˈ ɛ s t ɪ v ə l z; festivals
ə f ˈ ɪ l ɪ ˌ eɪ t ɪ d; affiliated
k ə m p ˈ əʊ n ə n t; component
f ɹ ˈ iː k w ə n t; frequent
ɹ ˈ æ ŋ k s; ranks
k l ˈ eɪ m ɪ ŋ; claiming
s p ˈ əʊ k; spoke
s ˈ əʊ l dʒ ə; soldier
m ˈ ɑː ʃ ə l; marshal marshall martial
ɑː tʃ b ˈ ɪ ʃ ə p; archbishop
k ɹ ˈ æ ʃ; crash
k əʊ ˌ ɒ p ə ɹ ˈ eɪ ʃ ə n; co-operation cooperation
d ˈ ɛ θ s; deaths
p ə t ɹ ˈ əʊ l; patrol
g ˈ æ ŋ; gang
k ˈ iː p ɪ ŋ; keeping
s ˈ iː z; cees seas sees seize
s ˈ iː k ɪ ŋ; seeking
ɛ n dʒ ˈ ɔɪ d; enjoyed
s t ˈ ɛ p s; steps
ɹ ˈ ɒ k s; rocks
g l ˈ ɑː z g ˌ əʊ; glasgow
f ə t ˈ ɒ g ɹ ə f i; photography
ə p l ˈ aɪ; apply
j ˈ ɔː k ʃ ə; yorkshire
b ɹ ˈ eɪ k ɪ ŋ; breaking
dʒ ˈ ɜː m ə n z; germans
m ˌ ɛ d ɪ t ə ɹ ˈ eɪ n ɪə n; mediterranean
v j ˈ uː d; viewed
j ˈ uː s f ə l; useful
s ə s p ˈ ɛ n d ɪ d; suspended
d ɪ s ˈ ɛ n t; descent
d ɹ ˈ ɒ p; drop
θ ɹ ˈ əʊ n; throne thrown
dʒ ˈ ʌ dʒ ɪ z; judges
t ˈ aɪ l ˌ æ n d; thailand
f ˈ æ n t ə s i; fantasy
ˈ iː v ə l; evil
l ˈ aɪ s ə n s t; licensed
b ˈ ɛ l dʒ ə n; belgian
ɹ eɪ ʒ ˈ iː m; regime
v ˈ əʊ t ə z; voters
p ɹ ˈ ɛ m ɪ ˌ ɛə; premiere
ɹ ˈ ɪ tʃ m ə n d; richmond
ˈ ɪ n d ˌ ɔː; indoor
m ˈ æ n ɪ dʒ ɪ ŋ; managing
v ˈ ɒ l j uː m z; volumes
w ˌ ɛ l n ˈ əʊ n; well-known
h ˈ æ m p ʃ ɪə; hampshire
s ˈ ɪ m b ə l; symbol
k ˈ æ m b ə l; campbell
ˈ əʊ k; oak
ˈ æ θ l ˌ iː t s; athletes
k ˈ ɑː l ɒ s; carlos
tʃ ˈ uː z; choose
ɪ n d ˈ iː d; indeed
ˈ æ n ɪ m ˌ eɪ t ɪ d; animated
ʃ ˈ ɒ p ɪ ŋ; shopping
p ɹ ə d j ˈ uː s ɪ z; produces
ɪ dʒ ˈ ɪ p ʃ ə n; egyptian
s ˈ iː ɪ ŋ; seeing
ɪ l ˌ ɛ k t ɹ ˈ ɪ s ɪ t i; electricity
d ɪ z ˈ aɪ ə; desire
g ˈ æ ɹ i; gary
ɹ iː b ˈ ɪ l t; rebuilt
p ɹ ˈ əʊ t ɛ s t; protest
p ˈ eɪ n; pain pane
v j ˈ uː ə z; viewers
p ˈ ɑː t l i; partly
d ɹ ˈ ʌ m z; drums
d ˈ ɒ m ɪ n ˌ eɪ t ɪ d; dominated
ˈ æ n d i; andy
s ˈ ɛ g m ə n t; segment
dʒ ˈ æ n; jan
f ˈ ɔː l ɪ ŋ; falling
s ˈ iː d; seed
f ɹ ˈ ɛ ʃ; fresh
p ˈ ɔː t l ə n d; portland
ə t ˈ ɛ n d ɪ ŋ; attending
dʒ ˈ ɛ f; geoff jeff
p ˈ ɪ k t; picked
ə b j ˈ uː z; abuse
b ˈ ɒ m; bomb
p ˈ ʌ b l ɪ ʃ ə; publisher
k ˈ æ ɹ ɪ k t ə ɹ ˌ aɪ z d; characterised characterized
m ˈ ɑː k s; marks marx
d ˈ ʌ z ə n t; doesn't
ˈ æ s ˌ ɛ t s; assets
s ˈ ɜː b ɪə n; serbian
dʒ ˈ ʊə ɹ i; jury
b ɪ h ˈ ɑː f; behalf
ˈ ɪ n d ɪ k ˌ eɪ t; indicate
f ˈ ʌ n d ɪ d; funded
m aɪ n ˈ ɒ ɹ ɪ t i; minority
d j ˈ uː əʊ; duo
k ˈ eɪ v; cave
ˈ ɛ n ɪ w ə n; anyone
dʒ ˈ eɪ s ə n; jason
b aɪ ə l ˈ ɒ dʒ ɪ k ə l; biological
l ˈ ɪ m ɪ t s; limits
m ˈ ɪ s t; missed mist
g ˈ aɪ; guy
p ə z ˈ ɛ ʃ ə n; possession
ˈ æ ɹ ə b ɪ k; arabic
s ˈ uː t; soot suit
m ˈ ʌ ɹ i; murray
m ˈ aɪ n z; mines
ˈ eɪ m d; aimed
d ɹ ˈ ɪ v ə n; driven
g ɹ ˈ eɪ ə m; graham
d ˈ ɪ z n i; disney
s t ɹ ˈ ɪ ŋ; string
b ɪ s ˈ aɪ d z; besides
b ˈ ɪ t; bit
f ˈ ɜː ð ə m ˌ ɔː; furthermore
s t ˈ eɪ b ə l; stable
ɪ d ˈ ɪ ʃ ə n z; editions
k l ˈ eɪ; clay
dʒ ə ɹ ˈ uː s ə l ə m; jerusalem
v ˈ ɜː dʒ ɪ n; virgin
l ˈ əʊ k ə l i; locally
j ˈ ɑː d; yard
d ˈ ɛ l i; delhi
p ˈ ʌ b l ɪ k l i; publicly
k l ˈ ɪə l i; clearly
b ˈ æ ŋ l ə d ˌ ɛ ʃ; bangladesh
ˈ əʊ v ə v j ˌ uː; overview
k l ˈ əʊ s ə; closer
s ˈ aʊ n d z; sounds
h ˈ ʌ l; hull
t ɹ ə d ˈ ɪ ʃ ə n z; traditions
n ˈ əʊ v ə; nova
s aɪ k ˈ ɒ l ə dʒ i; psychology
ˌ ʌ n d ə s t ˈ æ n d; understand
k ˈ ʌ l ə z; colors colours
ɹ ɪ k ˈ ʌ v ə d; recovered
ɹ ɪ l ˈ eɪ ʃ ə n; relation
k ˌ ɒ n s ə n t ɹ ˈ eɪ ʃ ə n; concentration
ˈ ɪ n f l ʊə n s ɪ z; influences
s ˈ ɛ n t ə n s t; sentenced
tʃ ˈ ɑː l i; charlie
m ˈ æ θ j uː; matthew
b ˈ æ l ə n s; balance
h ˈ ʌ n t ɪ ŋ; hunting
ˈ ɪ m ɪ g ɹ ə n t s; immigrants
f ˈ ɪ t; fit
k ˈ ɑː t ə; carter
m ˈ ɛ k ə n ˌ ɪ z ə m; mechanism
k l ˈ æ n; clan
w ˈ ɔː k ɪ ŋ; walking
b ˈ ɜː θ d ˌ eɪ; birthday
f ɹ ˈ aɪ d i; friday
aɪ d ˈ ɛ n t ɪ f ˌ aɪ; identify
ɹ ə m ˈ æ n t ɪ k; romantic
m ˈ uː v z; moves
l ˈ ɛ g z; legs
k ˈ ɑː g ˌ əʊ; cargo
b ˈ ʌ f ə l ˌ əʊ; buffalo
z ˈ ɪə ɹ əʊ; zero
ɪ s ˈ ɛ n ʃ ə l; essential
b ˈ aʊ n d ɹ i z; boundaries
ˈ ɛ l d ə; elder
æ f g ˈ æ n ɪ s t ˌ ɑː n; afghanistan
j ˈ uː s ɪ dʒ; usage
ɪ k s p ˈ əʊ z d; exposed
s ə b s ˈ ɪ d ɪə ɹ i; subsidiary
ɹ ˈ ɔɪ; roy
f ˈ ɔː l s; false
v ˌ ɒ l ə n t ˈ ɪə; volunteer
v æ n k ˈ uː v ə; vancouver
ə p ˈ ɑː t m ə n t; apartment
ˌ ɑː k ɪə l ˈ ɒ dʒ ɪ k ə l; archaeological
h ˈ ʌ n t ə; hunter
ə d v ˈ aɪ s; advice
m ˈ ɒ ɹ ɪ s; maurice morris
p ˌ aɪ ə n ˈ ɪə; pioneer
t ˈ ɛ k s t s; texts
v ˌ ɒ l ə n t ˈ ɪə z; volunteers
b ɹ ˈ ɪ s t ə l; bristol
p ˌ ɒ s ɪ b ˈ ɪ l ɪ t i; possibility
b ˈ ɛ n dʒ ə m ɪ n; benjamin
ə l ˈ aɪ v; alive
ˈ ɪ z l ˌ ɑː m; islam
b ˈ ɪ z n ɪ s m ˌ æ n; businessman
k ˈ ɒ s t ə; costa
ɹ ˈ eɪ t ɪ d; rated
l ˈ uː z; lose
s ˈ ɛ n t ə n s; sentence
m ˈ ɔː l; mall maul
p ˈ ɑː ʃ ə l i; partially
b ɪ l ˈ iː f; belief
ˈ eɪ m; aim
ə p ɹ ˈ əʊ p ɹ ɪə t; appropriate
s t ɹ ˈ ɪ p; strip
b ɪ l ˈ ɒ ŋ d; belonged
ɹ ˈ eɪ n dʒ ə z; rangers
ˈ ɛ l s w ˌ ɛə; elsewhere
ə p ˈ əʊ n ə n t s; opponents
t ˈ eɪ l; tail tale
ˈ ɑː s k s; asks
k ɹ ˈ aɪ m z; crimes
m ˈ ɜː dʒ ə; merger
d ˈ ɔː z; doors
s ˈ ʌ m ə ɹ i; summary
m ə d ɹ ˈ ɪ d; madrid
v ˈ ɛ n tʃ ə; venture
s ˈ ɛ t ə l m ə n t s; settlements
ˌ ɪ n t ə n ˈ æ ʃ n ə l i; internationally
ɪ s t ˈ æ b l ɪ ʃ ɪ ŋ; establishing
t ˈ aɪ; thai tie
d ɪ s p j ˈ uː t; dispute
b ˈ æ n; ban
d ˈ eɪ n dʒ ə ɹ ə s; dangerous
g ˈ æ p; gap
h ˈ ʌ n t; hunt
l æ t ˈ iː n əʊ; latino
ˈ ɪ m p l ɪ m ˌ ɛ n t ɪ d; implemented
s ˈ ʌ b ɜː b; suburb
ˌ ɪ m p l ɪ m ɛ n t ˈ eɪ ʃ ə n; implementation
k ˈ ɒ m ɛ n t ɪ d; commented
p ɹ ˈ æ k t ɪ k ə l; practical
d ɪ s p l ˈ eɪ d; displayed
ˈ iː ə n; ian
s ˈ æ n d; sand
ˈ ɜː n ɪ ŋ; earning
d ˈ ɑː b i; derby
g ɹ ˈ eɪ s; grace
k ˈ ʊ k; cook
dʒ ˈ ɛ n ə ɹ ˌ eɪ t ɪ d; generated
k ə n t ˈ ɪ n j uː ə s; continuous
m ˈ ʌ n θ l i; monthly
k ə n ˈ ɛ k ʃ ə n z; connections
k ə n v ˈ ɜː ʒ ə n; conversion
k ˌ æ ɹ ɪ b ˈ iː ə n; caribbean
ɹ ɪ d ˈ ʌ k ʃ ə n; reduction
d aɪ v ˈ ɜː s; diverse
tʃ ˈ ɪ l i; chile chilly
ɹ ˈ aɪ f ə l; rifle
b aɪ ˈ ɒ l ə dʒ i; biology
ɹ ɪ s p ˈ ɒ n d ɪ d; responded
ɹ ɪ p ˈ ɔː t ə; reporter
s ˈ ɜː b ɪə; serbia
f ˈ ɛ ɹ i; ferry
w ˈ ɔː n ə; warner
s ɪ k j ˈ ʊə d; secured
ə m ˈ ɛ n d m ə n t; amendment
ə d v ˈ aɪ z ə ɹ i; advisory
f ˈ ɔː ɹ ə m; forum
p ˈ ɜː ʒ ə n; persian
m ə ʃ ˈ iː n z; machines
k ə n ˈ ɛ k t ɪ ŋ; connecting
d ɪ p ˈ ɑː t m ə n t s; departments
f l ˈ ɛ d; fled
g ˈ ɪ l t i; guilty
ə k ˈ eɪ ʒ ə n; occasion
m ə ɹ ˈ iː; marie
ˈ ɒ p ə ɹ ˌ eɪ t ə; operator
k l ˈ əʊ z ɪ ŋ; closing
t ɹ ˈ ɪ n ɪ t i; trinity
t ˈ ʊə z; tours
ˌ æ k w ɪ z ˈ ɪ ʃ ə n; acquisition
d ɪ s ˈ ɪ ʒ ə n z; decisions
d ɪ s ˈ aɪ d z; decides
f ɹ ˈ ɛ d; fred
ˌ ʌ n s ə k s ˈ ɛ s f ə l; unsuccessful
p ˈ æ t ə n z; patterns
ə s ˈ ɪ s t ɪ d; assisted
d ɪ s k ˈ ʌ s t; discussed
b ˈ aʊ n d; bound
ɪ n ˈ ɪ ʃ ɪ ˌ eɪ t ɪ d; initiated
k ˈ æ t ə l; cattle
s ə v ˈ aɪ v; survive
w ˈ ɒ ɹ ə n; warren
ə f ˈ ɛə; affair
s ˈ ɜː k ə m s t ˌ ɑː n s ɪ z; circumstances
m ɪ l ˈ æ n; milan
t ˈ ɪ m b ə; timber
b ɹ ˈ ɪ dʒ ɪ z; bridges
ə p ˈ ɛə ɹ ə n t; apparent
p ˈ ɔː t ɹ ɪ t; portrait
ˈ aʊ t d ˌ ɔː; outdoor
k ˈ əʊ tʃ ɪ z; coaches
p ə s j ˈ uː; pursue
d ɹ ə m ˈ æ t ɪ k; dramatic
ɪ n v ˈ ɒ l v z; involves
dʒ ˌ ʊə ɹ ɪ s d ˈ ɪ k ʃ ə n; jurisdiction
d ɪ m ˈ ɒ k ɹ ə s i; democracy
g ˈ ɑː d z; guards
k w ˌ ɒ l ɪ f ɪ k ˈ eɪ ʃ ə n; qualification
h ˈ ɒ l ɪ d ˌ eɪ; holiday
m ˈ ɪ n ɪ s t ə z; ministers
ˈ ɛ l s; else
w ˈ eɪ n; wane wayne
b ˈ ɪ d; bid
ɪ n k ɹ ˈ iː s ɪ z; increases
k ˈ æ ɹ ɪə; carrier
ˈ aɪ s ə l ˌ eɪ t ɪ d; isolated
n ˈ ɪ k l ə s; nicholas
m ˈ æ g ə z ˌ iː n z; magazines
m ˈ ɛ n ʃ ə n; mention
ɪ k s k l ˈ uː s ɪ v l i; exclusively
t ɹ ˈ ɪ b j uː t; tribute
m ˈ eɪ n s t ɹ ˌ iː m; mainstream
s ˈ ɜː t ɪ f ˌ aɪ d; certified
ɹ ɪ b ˈ ɛ l j ə n; rebellion
k ə m p l ˈ iː t ɪ ŋ; completing
k æ m p ˈ eɪ n z; campaigns
w ˈ ɛə ɹ ɪ ŋ; wearing
p ˈ ɪ tʃ; pitch
b ˌ eɪ ʒ ˈ ɪ ŋ; beijing
ɪ l ˈ iː t; elite
k l ˈ əʊ ð ɪ ŋ; clothing
ˈ ɪ l n ɪ s; illness
ɹ ɪ m ˈ uː v; remove
s t ə t ˈ ɪ s t ɪ k ə l; statistical
b ɪ l ˈ ɒ ŋ ɪ ŋ; belonging
k ə n v ˈ ɛ n ʃ ə n ə l; conventional
ˈ ɛ l d ɪ s t; eldest
b ˈ iː t ɪ ŋ; beating
s ˈ æ ŋ; sang
s ə l ˈ uː ʃ ə n z; solutions
ɪ n f ˈ ɔː s m ə n t; enforcement
ˈ ɛ n t ə p ɹ ˌ aɪ z; enterprise
p ɹ ˌ ɛ p ə ɹ ˈ eɪ ʃ ə n; preparation
k ə n s ˈ ɜː n ɪ ŋ; concerning
p ˈ iː p ə l z; peoples
h ˈ ɪ n d ˌ uː; hindu
ˈ ɒ n g ˌ əʊ ɪ ŋ; ongoing
l ˈ ɒ ŋ g ɪ s t; longest
p ɑː t ˈ ɪ s ɪ p ˌ eɪ t ɪ ŋ; participating
t ɹ ˈ ɪ p ə l; triple
ˈ æ l ɪ s; alice
ə ɹ ˈ eɪ n dʒ m ə n t; arrangement
m ˈ ʌ z l ɪ m z; muslims
t ˈ æ ŋ k s; tanks
p ˈ eɪ dʒ ɪ z; pages
ʃ ə l; shall
s p ˈ ɔː t ɪ ŋ; sporting
s ˈ uː t ə b ə l; suitable
h ˈ ɒ ɹ ə; horror
h ə w ˈ aɪ i; hawaii
ˈ eɪ k ə z; acres
s ˈ ʌ b s t ɪ t j ˌ uː t; substitute
ˈ æ p ə l; apple
n ə g ˌ əʊ ʃ ɪ ˈ eɪ ʃ ə n z; negotiations
d ɹ ˈ aɪ v ə z; drivers
v ˈ ɒ l iː b ˌ ɔː l; volleyball
ɹ ɪ p ˈ iː t ɪ d; repeated
ɹ ˈ ɛə l i; rarely
b ˈ eɪ k ə; baker
d ɪ l ˈ ɪ v ə ɹ i; delivery
d ɪ s k ˈ ʌ ʃ ə n; discussion
v ˈ aɪ l ə n t; violent
t ˈ æ g; tag
ɹ ɪ k ˈ ʌ v ɹ i; recovery
b ˈ ɛ l t; belt
g ɹ ˈ eɪ d z; grades
ɹ ɪ z ˈ ɔː t; resort
k ə n k l ˈ uː ʒ ə n; conclusion
j ˈ uː n ɪ f ˌ ɔː m; uniform
s ˈ əʊ k ˌ ɔː l d; so-called
f ˈ ɪ f t iː n; fifteen
s p ˈ eɪ s ɪ z; spaces
f ˈ ɪ t ɪ d; fitted
t ˈ ɛ m p ɹ ə tʃ ə z; temperatures
d ˈ ɛ m ə n s t ɹ ˌ eɪ t ɪ d; demonstrated
f ˈ əʊ k ə s ɪ z; focuses
ɹ ɪ v ˈ iː l z; reveals
k w ˈ ɒ l ɪ f ˌ aɪ; qualify
d ɪ s m ˈ ɪ s t; dismissed
ˌ ɛ k s ɪ b ˈ ɪ ʃ ə n z; exhibitions
w ˈ ɛ p ə n; weapon
k ɹ ˈ ɒ s t; crossed
v ˈ ɑː s t; vast
ɹ ˈ æ d ɪ k ə l; radical
ə d v ˈ ɛ n tʃ ə; adventure
s ˈ eɪ k ɹ ɪ d; sacred
h ɪ s t ˈ ɔː ɹ ɪə n z; historians
d ˈ ɑː n s ɪ ŋ; dancing
m ˌ æ n j ʊ f ˈ æ k tʃ ə d; manufactured
ˌ ɪ m ɪ g ɹ ˈ eɪ ʃ ə n; immigration
w ˈ iː l; wheel
f j ˈ uː n ə ɹ ə l; funeral
m ˈ ɪ tʃ ə l; mitchell
t ˈ aɪ g ə z; tigers
t ˈ ɪ l; til till
w ˈ ɛ l z; wells
ˈ ɪ n d ɪ k ˌ eɪ t s; indicates
s ə dʒ ˈ ɛ s t; suggest
k ˌ ɒ m p ɹ ɪ h ˈ ɛ n s ɪ v; comprehensive
d ˈ ɛ t; debt
k ˈ ɒ p i; copy
p ˈ eɪ ʃ ə n t; patient
s ˈ ɒ f t; soft
d ˈ ɒ m ɪ n ə n t; dominant
k ˈ ɒ m ə n z; commons
m ˈ ɑː dʒ ɪ n; margin
k l ˈ iː n; clean
d ˈ aɪ ə m ə n d; diamond
ɪ n t ˌ ɜː p ɹ ɪ t ˈ eɪ ʃ ə n; interpretation
ɹ ˈ aɪ t ɪ ŋ z; writings
g ɹ ˈ æ n f ˌ ɑː ð ə; grandfather
l ˈ aɪ ə n z; lions
ə ɹ ˈ aɪ v ɪ ŋ; arriving
ɹ ˈ æ f; raf
b ˈ æ ɹ i; barry
s k ˈ əʊ p; scope
m ˈ æ k; mac
ˈ ɛ k s p ɜː t; expert
f ˈ əʊ t ə g ɹ ˌ ɑː f s; photographs
ˈ æ k t ɪ v ɪ s t; activist
θ ˈ ɪ ŋ k ɪ ŋ; thinking
p ɹ ˈ aɪ s ɪ z; prices
ˈ ɛ k s ə s ˌ aɪ z; exercise
ˈ ɛə l ˌ aɪ n z; airlines
p ˈ ɛə ɹ ə n t; parent
t ˈ aɪ z; ties
w ˈ ʊ d z; woods
p ɹ ə m ˈ əʊ t ɪ ŋ; promoting
dʒ ˈ ʌ m p; jump
l ˈ aɪ f t ˌ aɪ m; lifetime
l ˈ æ n d ɪ d; landed
dʒ ə n ˈ ɛ t ɪ k; genetic
m ˈ æ ɹ i; marry
s ə b m ˈ ɪ t ɪ d; submitted
k ˈ ɒ p ə; copper
ˈ ɛ g z; eggs
t ˈ ɛ n d; tend
k ˈ ɒ t ə n; cotton
k ə l ˈ ɛ k t ɪ v; collective
ˈ ɛ k s ə l ə n t; excellent
ɹ ɪ p ˈ ɔː t ɪ ŋ; reporting
d ɪ v ˈ əʊ t ɪ d; devoted
s ˈ ɪ m p t ə m z; symptoms
k w ˈ aɪ ə; choir
w ɪ ð d ɹ ˈ uː; withdrew
m æ n h ˈ æ t ə n; manhattan
w ˈ eɪ s t; waist waste
k ə n s j ˈ uː m ə; consumer
ʃ ˈ ɑː l ə t; charlotte
b ˈ æ p t ɪ s t; baptist
w ˈ ɛ l θ i; wealthy
ɹ ˈ ɒ b ɪ n; robin
l ˈ eɪ ə; layer
ʃ ˈ ɪ f t; shift
f ˈ ɒ s t ə; foster
v ˈ ɪ l ə; villa
f ɹ ˈ eɪ m w ˌ ɜː k; framework
s ˈ aɪ l ə n t; silent
h ˈ ɪ p; hip
s k ˈ ɔː z; scores
b ˈ ʌ s ɪ z; buses
f ˈ ɑː m ɪ ŋ; farming
b ɪ l ˈ iː v z; believes
s ˈ ɪ t ɪ z ə n; citizen
ɪ k s p ˈ əʊ ʒ ə; exposure
t ˈ ɒ p ɪ k s; topics
ɹ ɪ p ˈ ɛə; repair
f ˈ aɪ t ə z; fighters
s w ˈ iː t; suite sweet
